,data,osservati,stimati
0,2021-01-22 00:00:00+00:00,53215.0,53215.0
1,2021-01-23 00:00:00+00:00,52468.0,52153.063250328996
2,2021-01-24 00:00:00+00:00,53004.0,51143.44588520786
3,2021-01-25 00:00:00+00:00,49977.0,50183.64138457584
